Disease,Symptoms
Dimorphic hemmorhoids(piles),"constipation, movement, irritation, pain, blood, sym8"
Dimorphic hemmorhoids(piles),"constipation, movement, irritation, pain, blood, sym8"
Heart attack,"breathlessness, chest_pain, sweating, vomiting, pain"
Heart attack,"breathlessness, chest_pain, sweating, vomiting, pain"
Heart attack,"breathlessness, chest_pain, sweating, pain"
Heart attack,"chest_pain, sweating, vomiting, pain"
Heart attack,"breathlessness, chest_pain, vomiting, pain"
Heart attack,"breathlessness, sweating, vomiting"
Heart attack,"breathlessness, chest_pain, sweating, vomiting, pain"
Heart attack,"breathlessness, chest_pain, sweating, pain"
Heart attack,"chest_pain, sweating, vomiting, pain"
Heart attack,"breathlessness, chest_pain, vomiting, pain"
Varicose veins,"fatigue, obesity, swollen, blood, sym4"
Varicose veins,"fatigue, obesity, swollen, blood, sym4"
Varicose veins,"obesity, swollen, blood, sym4"
Varicose veins,"fatigue, obesity, swollen, blood, sym4"
Varicose veins,"fatigue, obesity, swollen, blood, sym4"
Varicose veins,"fatigue, swollen, blood, sym4"
Varicose veins,"fatigue, obesity, swollen, blood, sym4"
Varicose veins,"fatigue, obesity, swollen, sym4"
Varicose veins,"fatigue, obesity, swollen, blood, sym4"
Varicose veins,"fatigue, obesity, swollen, sym4"
Hypothyroidism,"depression, dizziness, fatigue, irritability, lethargy, eye, swollen, weight, nail, sym1, sym11"
Hypothyroidism,"depression, dizziness, fatigue, irritability, lethargy, eye, swollen, weight, nail, sym1, sym11"
Hypothyroidism,"depression, dizziness, irritability, lethargy, eye, swollen, weight, nail, sym1, sym11"
Hypothyroidism,"depression, dizziness, irritability, lethargy, eye, swollen, weight, nail, sym1, sym11"
Hypothyroidism,"depression, dizziness, fatigue, irritability, lethargy, eye, swollen, nail, sym1, sym11"
Hypothyroidism,"depression, dizziness, fatigue, irritability, lethargy, eye, swollen, weight, nail, sym1, sym11"
Hypothyroidism,"depression, dizziness, fatigue, irritability, lethargy, eye, swollen, weight, nail, sym1, sym11"
Hypothyroidism,"depression, dizziness, fatigue, irritability, eye, swollen, weight, nail, sym1, sym11"
Hypothyroidism,"depression, fatigue, irritability, lethargy, eye, swollen, weight, nail, sym1, sym11"
Hypothyroidism,"depression, dizziness, fatigue, irritability, lethargy, swollen, weight, nail, sym1, sym11"
Hyperthyroidism,"diarrhoea, excessive_hunger, fast_heart_rate, fatigue, irritability, muscle_weakness, restlessness, sweating, weight_loss, weakness, weight, loss, muscle, sym11"
Hyperthyroidism,"diarrhoea, excessive_hunger, fast_heart_rate, fatigue, irritability, muscle_weakness, restlessness, sweating, weight_loss, weakness, weight, loss, muscle, sym11"
Hyperthyroidism,"diarrhoea, excessive_hunger, fast_heart_rate, irritability, muscle_weakness, restlessness, sweating, weight_loss, weakness, weight, loss, muscle, sym11"
Hyperthyroidism,"diarrhoea, excessive_hunger, fast_heart_rate, fatigue, irritability, muscle_weakness, restlessness, sweating, weight_loss, weakness, weight, loss, muscle, sym11"
Hyperthyroidism,"diarrhoea, excessive_hunger, fast_heart_rate, fatigue, irritability, muscle_weakness, restlessness, sweating, weakness, muscle, sym11"
Hyperthyroidism,"diarrhoea, excessive_hunger, fast_heart_rate, fatigue, irritability, muscle_weakness, sweating, weight_loss, weakness, weight, loss, muscle, sym11"
Hyperthyroidism,"diarrhoea, excessive_hunger, fast_heart_rate, fatigue, irritability, muscle_weakness, restlessness, weight_loss, weakness, weight, loss, muscle, sym11"
Hyperthyroidism,"excessive_hunger, fast_heart_rate, fatigue, irritability, muscle_weakness, restlessness, sweating, weight_loss, weakness, weight, loss, muscle, sym11"
Hyperthyroidism,"diarrhoea, excessive_hunger, fatigue, irritability, muscle_weakness, restlessness, sweating, weight_loss, weakness, weight, loss, muscle, sym11"
Hyperthyroidism,"diarrhoea, fast_heart_rate, fatigue, irritability, muscle_weakness, restlessness, sweating, weight_loss, weakness, weight, loss, muscle, sym11"
Hypoglycemia,"blurred_and_distorted_vision, excessive_hunger, fatigue, headache, irritability, nausea, sweating, vomiting, sym5"
Hypoglycemia,"blurred_and_distorted_vision, excessive_hunger, fatigue, headache, irritability, nausea, sweating, vomiting, sym5"
Hypoglycemia,"blurred_and_distorted_vision, excessive_hunger, fatigue, headache, irritability, nausea, sweating, vomiting, sym5"
Hypoglycemia,"blurred_and_distorted_vision, excessive_hunger, fatigue, headache, irritability, nausea, sweating, sym5"
Hypoglycemia,"blurred_and_distorted_vision, excessive_hunger, headache, irritability, nausea, sweating, vomiting, sym5"
Hypoglycemia,"blurred_and_distorted_vision, excessive_hunger, fatigue, headache, irritability, nausea, sweating, vomiting, sym5"
Hypoglycemia,"blurred_and_distorted_vision, excessive_hunger, fatigue, headache, irritability, nausea, vomiting, sym5"
Hypoglycemia,"blurred_and_distorted_vision, excessive_hunger, fatigue, irritability, nausea, sweating, vomiting, sym5"
Hypoglycemia,"blurred_and_distorted_vision, excessive_hunger, fatigue, headache, irritability, sweating, vomiting, sym5"
Hypoglycemia,"excessive_hunger, fatigue, headache, irritability, nausea, sweating, vomiting, sym5"
Osteoarthristis,"joint_pain, neck_pain, joint, pain, swell, neck, sym9, sym16"
Osteoarthristis,"joint_pain, neck_pain, joint, pain, swell, neck, sym9, sym16"
Osteoarthristis,"neck_pain, joint, pain, swell, neck, sym9, sym16"
Osteoarthristis,"joint_pain, joint, pain, swell, sym9, sym16"
Osteoarthristis,"joint_pain, neck_pain, joint, pain, swell, neck, sym9, sym16"
Osteoarthristis,"joint_pain, neck_pain, joint, pain, swell, neck, sym9, sym16"
Osteoarthristis,"joint_pain, neck_pain, joint, pain, neck, sym9, sym16"
Osteoarthristis,"joint_pain, neck_pain, joint, pain, swell, neck, sym9, sym16"
Osteoarthristis,"joint_pain, neck_pain, joint, pain, swell, neck, sym9, sym16"
Osteoarthristis,"joint_pain, neck_pain, joint, pain, swell, neck, sym9, sym16"
Arthritis,"movement_stiffness, muscle_weakness, stiff_neck, joint, movement, stiff, pain, weakness, swell, muscle, neck, sym16"
Arthritis,"movement_stiffness, muscle_weakness, stiff_neck, joint, movement, stiff, pain, weakness, swell, muscle, neck, sym16"
Arthritis,"movement_stiffness, stiff_neck, joint, movement, stiff, pain, swell, neck, sym16"
Arthritis,"movement_stiffness, muscle_weakness, joint, movement, stiff, pain, weakness, swell, muscle, sym16"
Arthritis,"movement_stiffness, muscle_weakness, stiff_neck, movement, stiff, pain, weakness, muscle, neck, sym16"
Arthritis,"muscle_weakness, stiff_neck, joint, stiff, pain, weakness, swell, muscle, neck, sym16"
Arthritis,"movement_stiffness, muscle_weakness, stiff_neck, joint, movement, stiff, pain, weakness, swell, muscle, neck, sym16"
Arthritis,"movement_stiffness, muscle_weakness, stiff_neck, joint, movement, stiff, weakness, swell, muscle, neck, sym16"
Arthritis,"movement_stiffness, muscle_weakness, stiff_neck, joint, movement, stiff, pain, weakness, swell, muscle, neck, sym16"
Arthritis,"movement_stiffness, muscle_weakness, stiff_neck, joint, movement, stiff, pain, weakness, swell, muscle, neck, sym16"
(vertigo) Paroymsal  Positional Vertigo,"headache, loss_of_balance, nausea, vomiting, movement, loss, sym18"
(vertigo) Paroymsal  Positional Vertigo,"headache, loss_of_balance, nausea, vomiting, movement, loss, sym18"
(vertigo) Paroymsal  Positional Vertigo,"headache, loss_of_balance, nausea, movement, loss, sym18"
(vertigo) Paroymsal  Positional Vertigo,"loss_of_balance, nausea, vomiting, movement, loss, sym18"
(vertigo) Paroymsal  Positional Vertigo,"headache, loss_of_balance, vomiting, movement, loss, sym18"
(vertigo) Paroymsal  Positional Vertigo,"headache, loss_of_balance, nausea, vomiting, loss, sym18"
(vertigo) Paroymsal  Positional Vertigo,"headache, nausea, vomiting, movement, sym18"
(vertigo) Paroymsal  Positional Vertigo,"headache, loss_of_balance, nausea, vomiting, movement, loss, sym18"
(vertigo) Paroymsal  Positional Vertigo,"headache, loss_of_balance, nausea, vomiting, movement, loss, sym18"
(vertigo) Paroymsal  Positional Vertigo,"headache, loss_of_balance, nausea, vomiting, loss, sym18"
Acne,"blackheads, pus_filled_pimples, scurring, skin_rash, skin"
Acne,"blackheads, pus_filled_pimples, scurring, skin_rash, skin"
Acne,"blackheads, pus_filled_pimples, scurring"
Acne,"blackheads, scurring, skin_rash, skin"
Acne,"pus_filled_pimples, scurring, skin_rash, skin"
Acne,"blackheads, pus_filled_pimples, skin_rash, skin"
Acne,"blackheads, pus_filled_pimples, scurring, skin_rash, skin"
Acne,"blackheads, pus_filled_pimples, skin_rash, skin"
Acne,"pus_filled_pimples, scurring, skin_rash, skin"
Acne,"blackheads, scurring, skin_rash, skin"
Urinary tract infection,"burning_micturition, foul_smell_ofurine, continuous, urine, sym3"
Urinary tract infection,"burning_micturition, foul_smell_ofurine, continuous, urine, sym3"
Urinary tract infection,"foul_smell_ofurine, continuous, urine, sym3"
Urinary tract infection,"burning_micturition, foul_smell_ofurine, continuous, urine, sym3"
Urinary tract infection,"burning_micturition, continuous, urine, sym3"
Urinary tract infection,"burning_micturition, foul_smell_ofurine, urine, sym3"
Urinary tract infection,"burning_micturition, foul_smell_ofurine, continuous, urine, sym3"
Urinary tract infection,"burning_micturition, continuous, urine, sym3"
Urinary tract infection,"foul_smell_ofurine, continuous, urine, sym3"
Urinary tract infection,"burning_micturition, continuous, urine, sym3"
Psoriasis,"joint_pain, skin_rash, joint, skin, pain, nail, sym15"
Psoriasis,"joint_pain, skin_rash, joint, skin, pain, nail, sym15"
Psoriasis,"joint_pain, joint, skin, pain, nail, sym15"
Psoriasis,"skin_rash, skin, nail, sym15"
Psoriasis,"joint_pain, skin_rash, joint, skin, pain, nail, sym15"
Psoriasis,"joint_pain, skin_rash, joint, skin, pain, nail, sym15"
Psoriasis,"joint_pain, skin_rash, joint, skin, pain, nail, sym15"
Psoriasis,"joint_pain, skin_rash, joint, skin, pain, nail, sym15"
Psoriasis,"joint_pain, skin_rash, joint, skin, pain, nail, sym15"
Psoriasis,"joint_pain, skin_rash, joint, skin, pain, nail, sym15"
Impetigo,"high_fever, skin_rash, skin, yellow, fever, nose, red, sym14"
Impetigo,"high_fever, skin_rash, skin, yellow, fever, nose, red, sym14"
Impetigo,"high_fever, yellow, fever, nose, red, sym14"
Impetigo,"skin_rash, skin, yellow, nose, red, sym14"
Impetigo,"skin_rash, skin, yellow, nose, red, sym14"
Impetigo,"high_fever, skin_rash, skin, yellow, fever, nose, red, sym14"
Impetigo,"high_fever, skin_rash, skin, yellow, fever, sym14"
Impetigo,"high_fever, skin_rash, skin, fever, nose, red, sym14"
Impetigo,"high_fever, skin_rash, skin, yellow, fever, nose, red, sym14"
Impetigo,"skin_rash, skin, yellow, nose, red, sym14"
Fungal infection,"dischromic_patches, itching, nodal_skin_eruptions, skin_rash, skin, itch, patch"
Fungal infection,"dischromic_patches, nodal_skin_eruptions, skin_rash, skin, patch"
Fungal infection,"dischromic_patches, itching, nodal_skin_eruptions, skin, itch, patch"
Fungal infection,"dischromic_patches, itching, skin_rash, skin, itch, patch"
Fungal infection,"itching, nodal_skin_eruptions, skin_rash, skin, itch"
Fungal infection,"dischromic_patches, nodal_skin_eruptions, skin_rash, skin, patch"
Fungal infection,"dischromic_patches, itching, nodal_skin_eruptions, skin, itch, patch"
Fungal infection,"dischromic_patches, itching, skin_rash, skin, itch, patch"
Fungal infection,"itching, nodal_skin_eruptions, skin_rash, skin, itch"
Fungal infection,"dischromic_patches, itching, nodal_skin_eruptions, skin_rash, skin, itch, patch"
Allergy,"chills, continuous_sneezing, shivering, watering_from_eyes, continuous, eye"
Allergy,"chills, shivering, watering_from_eyes, eye"
Allergy,"chills, continuous_sneezing, watering_from_eyes, continuous, eye"
Allergy,"continuous_sneezing, shivering, watering_from_eyes, continuous, eye"
Allergy,"chills, continuous_sneezing, shivering, continuous"
Allergy,"chills, shivering, watering_from_eyes, eye"
Allergy,"chills, continuous_sneezing, watering_from_eyes, continuous, eye"
Allergy,"continuous_sneezing, shivering, watering_from_eyes, continuous, eye"
Allergy,"chills, continuous_sneezing, shivering, continuous"
Allergy,"chills, continuous_sneezing, shivering, watering_from_eyes, continuous, eye"
GERD,"acidity, chest_pain, cough, stomach_pain, ulcers_on_tongue, vomiting, pain, stomach"
GERD,"chest_pain, cough, stomach_pain, ulcers_on_tongue, vomiting, pain, stomach"
GERD,"acidity, chest_pain, cough, stomach_pain, vomiting, pain, stomach"
GERD,"acidity, chest_pain, cough, stomach_pain, ulcers_on_tongue, pain, stomach"
GERD,"acidity, chest_pain, stomach_pain, ulcers_on_tongue, vomiting, pain, stomach"
GERD,"acidity, cough, stomach_pain, ulcers_on_tongue, vomiting, pain, stomach"
GERD,"acidity, chest_pain, cough, ulcers_on_tongue, vomiting, pain"
GERD,"chest_pain, cough, stomach_pain, ulcers_on_tongue, vomiting, pain, stomach"
GERD,"acidity, chest_pain, cough, stomach_pain, vomiting, pain, stomach"
GERD,"acidity, chest_pain, cough, stomach_pain, ulcers_on_tongue, pain, stomach"
Chronic cholestasis,"abdominal_pain, itching, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, skin, itch, pain, yellow, eye, appetite, loss"
Chronic cholestasis,"abdominal_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, skin, pain, yellow, eye, appetite, loss"
Chronic cholestasis,"abdominal_pain, itching, loss_of_appetite, nausea, yellowing_of_eyes, yellowish_skin, skin, itch, pain, yellow, eye, appetite, loss"
Chronic cholestasis,"abdominal_pain, itching, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, itch, pain, yellow, eye, appetite, loss"
Chronic cholestasis,"abdominal_pain, itching, loss_of_appetite, vomiting, yellowing_of_eyes, yellowish_skin, skin, itch, pain, yellow, eye, appetite, loss"
Chronic cholestasis,"abdominal_pain, itching, nausea, vomiting, yellowing_of_eyes, yellowish_skin, skin, itch, pain, yellow, eye"
Chronic cholestasis,"itching, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, skin, itch, yellow, eye, appetite, loss"
Chronic cholestasis,"abdominal_pain, itching, loss_of_appetite, nausea, vomiting, yellowish_skin, skin, itch, pain, yellow, appetite, loss"
Chronic cholestasis,"abdominal_pain, itching, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, skin, itch, pain, yellow, eye, appetite, loss"
Chronic cholestasis,"abdominal_pain, itching, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, skin, itch, pain, yellow, eye, appetite, loss"
Drug Reaction,"burning_micturition, itching, skin_rash, spotting_urination, stomach_pain, skin, spot, itch, pain, stomach"
Drug Reaction,"burning_micturition, itching, spotting_urination, stomach_pain, spot, itch, pain, stomach"
Drug Reaction,"burning_micturition, itching, skin_rash, spotting_urination, skin, spot, itch"
Drug Reaction,"itching, skin_rash, spotting_urination, stomach_pain, skin, spot, itch, pain, stomach"
Drug Reaction,"burning_micturition, itching, skin_rash, stomach_pain, skin, itch, pain, stomach"
Drug Reaction,"burning_micturition, skin_rash, spotting_urination, stomach_pain, skin, spot, pain, stomach"
Drug Reaction,"burning_micturition, itching, spotting_urination, stomach_pain, spot, itch, pain, stomach"
Drug Reaction,"burning_micturition, itching, skin_rash, spotting_urination, skin, spot, itch"
Drug Reaction,"itching, skin_rash, spotting_urination, stomach_pain, skin, spot, itch, pain, stomach"
Drug Reaction,"burning_micturition, itching, skin_rash, stomach_pain, skin, itch, pain, stomach"
Peptic ulcer diseae,"abdominal_pain, loss_of_appetite, vomiting, itch, pain, appetite, loss, sym12"
Peptic ulcer diseae,"abdominal_pain, indigestion, vomiting, itch, pain, sym12"
Peptic ulcer diseae,"abdominal_pain, indigestion, loss_of_appetite, itch, pain, appetite, loss, sym12"
Peptic ulcer diseae,"abdominal_pain, loss_of_appetite, vomiting, itch, pain, appetite, loss, sym12"
Peptic ulcer diseae,"abdominal_pain, indigestion, vomiting, itch, pain, sym12"
Peptic ulcer diseae,"indigestion, loss_of_appetite, vomiting, itch, appetite, loss, sym12"
Peptic ulcer diseae,"abdominal_pain, indigestion, loss_of_appetite, vomiting, itch, pain, appetite, loss, sym12"
Peptic ulcer diseae,"abdominal_pain, indigestion, loss_of_appetite, vomiting, pain, appetite, loss, sym12"
Peptic ulcer diseae,"abdominal_pain, indigestion, loss_of_appetite, vomiting, itch, pain, appetite, loss, sym12"
Peptic ulcer diseae,"abdominal_pain, indigestion, loss_of_appetite, vomiting, itch, pain, appetite, loss, sym12"
AIDS,"extra_marital_contacts, high_fever, muscle_wasting, patches_in_throat, throat, fever, patch, muscle"
AIDS,"extra_marital_contacts, high_fever, patches_in_throat, throat, fever, patch"
AIDS,"extra_marital_contacts, high_fever, muscle_wasting, fever, muscle"
AIDS,"extra_marital_contacts, muscle_wasting, patches_in_throat, throat, patch, muscle"
AIDS,"high_fever, muscle_wasting, patches_in_throat, throat, fever, patch, muscle"
AIDS,"extra_marital_contacts, high_fever, muscle_wasting, patches_in_throat, throat, fever, patch, muscle"
AIDS,"extra_marital_contacts, high_fever, muscle_wasting, patches_in_throat, throat, fever, patch, muscle"
AIDS,"extra_marital_contacts, high_fever, patches_in_throat, throat, fever, patch"
AIDS,"extra_marital_contacts, high_fever, muscle_wasting, fever, muscle"
AIDS,"high_fever, muscle_wasting, patches_in_throat, throat, fever, patch, muscle"
Diabetes ,"blurred_and_distorted_vision, excessive_hunger, fatigue, lethargy, obesity, restlessness, weight_loss, appetite, weight, loss, sym7"
Diabetes ,"blurred_and_distorted_vision, excessive_hunger, fatigue, lethargy, obesity, restlessness, weight_loss, appetite, weight, loss, sym7"
Diabetes ,"blurred_and_distorted_vision, excessive_hunger, lethargy, obesity, restlessness, weight_loss, appetite, weight, loss, sym7"
Diabetes ,"blurred_and_distorted_vision, excessive_hunger, fatigue, lethargy, obesity, restlessness, appetite, sym7"
Diabetes ,"blurred_and_distorted_vision, excessive_hunger, fatigue, lethargy, obesity, weight_loss, appetite, weight, loss, sym7"
Diabetes ,"blurred_and_distorted_vision, excessive_hunger, fatigue, obesity, restlessness, weight_loss, appetite, weight, loss, sym7"
Diabetes ,"blurred_and_distorted_vision, excessive_hunger, fatigue, lethargy, obesity, restlessness, weight_loss, appetite, weight, loss, sym7"
Diabetes ,"excessive_hunger, fatigue, lethargy, obesity, restlessness, weight_loss, appetite, weight, loss, sym7"
Diabetes ,"blurred_and_distorted_vision, excessive_hunger, fatigue, lethargy, restlessness, weight_loss, appetite, weight, loss, sym7"
Diabetes ,"blurred_and_distorted_vision, fatigue, lethargy, obesity, restlessness, weight_loss, appetite, weight, loss, sym7"
Gastroenteritis,"dehydration, diarrhoea, sunken_eyes, vomiting, eye"
Gastroenteritis,"dehydration, diarrhoea, sunken_eyes, vomiting, eye"
Gastroenteritis,"dehydration, diarrhoea, sunken_eyes, eye"
Gastroenteritis,"dehydration, diarrhoea, vomiting"
Gastroenteritis,"diarrhoea, sunken_eyes, vomiting, eye"
Gastroenteritis,"dehydration, sunken_eyes, vomiting, eye"
Gastroenteritis,"dehydration, diarrhoea, sunken_eyes, vomiting, eye"
Gastroenteritis,"dehydration, diarrhoea, sunken_eyes, eye"
Gastroenteritis,"dehydration, diarrhoea, vomiting"
Gastroenteritis,"diarrhoea, sunken_eyes, vomiting, eye"
Bronchial Asthma,"breathlessness, cough, family_history, fatigue, high_fever, mucoid_sputum, sputum, history, fever"
Bronchial Asthma,"breathlessness, cough, family_history, high_fever, mucoid_sputum, sputum, history, fever"
Bronchial Asthma,"breathlessness, family_history, fatigue, high_fever, mucoid_sputum, sputum, history, fever"
Bronchial Asthma,"breathlessness, cough, family_history, fatigue, mucoid_sputum, sputum, history"
Bronchial Asthma,"cough, family_history, fatigue, high_fever, mucoid_sputum, sputum, history, fever"
Bronchial Asthma,"breathlessness, cough, fatigue, high_fever, mucoid_sputum, sputum, fever"
Bronchial Asthma,"breathlessness, cough, family_history, fatigue, high_fever, history, fever"
Bronchial Asthma,"breathlessness, cough, family_history, fatigue, high_fever, mucoid_sputum, sputum, history, fever"
Bronchial Asthma,"breathlessness, cough, family_history, high_fever, mucoid_sputum, sputum, history, fever"
Bronchial Asthma,"breathlessness, family_history, fatigue, high_fever, mucoid_sputum, sputum, history, fever"
Hypertension ,"chest_pain, dizziness, headache, lack_of_concentration, loss_of_balance, pain, loss"
Hypertension ,"chest_pain, dizziness, lack_of_concentration, loss_of_balance, pain, loss"
Hypertension ,"dizziness, headache, lack_of_concentration, loss_of_balance, loss"
Hypertension ,"chest_pain, headache, lack_of_concentration, loss_of_balance, pain, loss"
Hypertension ,"chest_pain, dizziness, headache, lack_of_concentration, pain"
Hypertension ,"chest_pain, dizziness, headache, loss_of_balance, pain, loss"
Hypertension ,"chest_pain, dizziness, headache, lack_of_concentration, loss_of_balance, pain, loss"
Hypertension ,"chest_pain, dizziness, lack_of_concentration, loss_of_balance, pain, loss"
Hypertension ,"dizziness, headache, lack_of_concentration, loss_of_balance, loss"
Hypertension ,"chest_pain, headache, lack_of_concentration, loss_of_balance, pain, loss"
Migraine,"acidity, blurred_and_distorted_vision, depression, excessive_hunger, headache, indigestion, irritability, stiff_neck, visual_disturbances, stiff, neck"
Migraine,"blurred_and_distorted_vision, depression, excessive_hunger, headache, indigestion, irritability, stiff_neck, visual_disturbances, stiff, neck"
Migraine,"acidity, blurred_and_distorted_vision, depression, excessive_hunger, headache, irritability, stiff_neck, visual_disturbances, stiff, neck"
Migraine,"acidity, blurred_and_distorted_vision, depression, excessive_hunger, indigestion, irritability, stiff_neck, visual_disturbances, stiff, neck"
Migraine,"acidity, depression, excessive_hunger, headache, indigestion, irritability, stiff_neck, visual_disturbances, stiff, neck"
Migraine,"acidity, blurred_and_distorted_vision, depression, headache, indigestion, irritability, stiff_neck, visual_disturbances, stiff, neck"
Migraine,"acidity, blurred_and_distorted_vision, depression, excessive_hunger, headache, indigestion, irritability, visual_disturbances"
Migraine,"acidity, blurred_and_distorted_vision, excessive_hunger, headache, indigestion, irritability, stiff_neck, visual_disturbances, stiff, neck"
Migraine,"acidity, blurred_and_distorted_vision, depression, excessive_hunger, headache, indigestion, stiff_neck, visual_disturbances, stiff, neck"
Migraine,"acidity, blurred_and_distorted_vision, depression, excessive_hunger, headache, indigestion, irritability, stiff_neck, stiff, neck"
Cervical spondylosis,"back_pain, dizziness, loss_of_balance, neck_pain, weakness_in_limbs, pain, weakness, loss, neck"
Cervical spondylosis,"back_pain, dizziness, loss_of_balance, neck_pain, weakness_in_limbs, pain, weakness, loss, neck"
Cervical spondylosis,"dizziness, loss_of_balance, neck_pain, weakness_in_limbs, pain, weakness, loss, neck"
Cervical spondylosis,"back_pain, dizziness, loss_of_balance, neck_pain, pain, loss, neck"
Cervical spondylosis,"back_pain, dizziness, loss_of_balance, weakness_in_limbs, pain, weakness, loss"
Cervical spondylosis,"back_pain, loss_of_balance, neck_pain, weakness_in_limbs, pain, weakness, loss, neck"
Cervical spondylosis,"back_pain, dizziness, neck_pain, weakness_in_limbs, pain, weakness, neck"
Cervical spondylosis,"back_pain, dizziness, loss_of_balance, neck_pain, weakness_in_limbs, pain, weakness, loss, neck"
Cervical spondylosis,"dizziness, loss_of_balance, neck_pain, weakness_in_limbs, pain, weakness, loss, neck"
Cervical spondylosis,"back_pain, dizziness, loss_of_balance, neck_pain, pain, loss, neck"
Paralysis (brain hemorrhage),"headache, vomiting, weakness, body, sym19"
Paralysis (brain hemorrhage),"headache, vomiting, weakness, body, sym19"
Paralysis (brain hemorrhage),"headache, weakness, body, sym19"
Paralysis (brain hemorrhage),"vomiting, weakness, body, sym19"
Paralysis (brain hemorrhage),"headache, vomiting, sym19"
Paralysis (brain hemorrhage),"headache, vomiting, weakness, body, sym19"
Paralysis (brain hemorrhage),"headache, vomiting, weakness, body, sym19"
Paralysis (brain hemorrhage),"headache, weakness, body, sym19"
Paralysis (brain hemorrhage),"vomiting, weakness, body, sym19"
Paralysis (brain hemorrhage),"headache, vomiting, sym19"
Jaundice,"abdominal_pain, dark_urine, fatigue, high_fever, itching, vomiting, weight_loss, yellowish_skin, skin, itch, pain, yellow, urine, fever, weight, loss"
Jaundice,"abdominal_pain, dark_urine, fatigue, high_fever, itching, vomiting, weight_loss, yellowish_skin, skin, itch, pain, yellow, urine, fever, weight, loss"
Jaundice,"abdominal_pain, dark_urine, fatigue, high_fever, vomiting, weight_loss, yellowish_skin, skin, pain, yellow, urine, fever, weight, loss"
Jaundice,"abdominal_pain, dark_urine, fatigue, high_fever, itching, weight_loss, yellowish_skin, skin, itch, pain, yellow, urine, fever, weight, loss"
Jaundice,"abdominal_pain, dark_urine, high_fever, itching, vomiting, weight_loss, yellowish_skin, skin, itch, pain, yellow, urine, fever, weight, loss"
Jaundice,"abdominal_pain, dark_urine, fatigue, high_fever, itching, vomiting, yellowish_skin, skin, itch, pain, yellow, urine, fever"
Jaundice,"abdominal_pain, dark_urine, fatigue, itching, vomiting, weight_loss, yellowish_skin, skin, itch, pain, yellow, urine, weight, loss"
Jaundice,"abdominal_pain, dark_urine, fatigue, high_fever, itching, vomiting, weight_loss, itch, pain, urine, fever, weight, loss"
Jaundice,"abdominal_pain, fatigue, high_fever, itching, vomiting, weight_loss, yellowish_skin, skin, itch, pain, yellow, fever, weight, loss"
Jaundice,"dark_urine, fatigue, high_fever, itching, vomiting, weight_loss, yellowish_skin, skin, itch, yellow, urine, fever, weight, loss"
Malaria,"chills, headache, high_fever, muscle_pain, nausea, sweating, vomiting, pain, fever, muscle"
Malaria,"chills, diarrhoea, headache, high_fever, muscle_pain, nausea, sweating, vomiting, pain, fever, muscle"
Malaria,"chills, diarrhoea, headache, high_fever, muscle_pain, nausea, sweating, vomiting, pain, fever, muscle"
Malaria,"diarrhoea, headache, high_fever, muscle_pain, nausea, sweating, vomiting, pain, fever, muscle"
Malaria,"chills, diarrhoea, headache, high_fever, muscle_pain, nausea, sweating, pain, fever, muscle"
Malaria,"chills, diarrhoea, headache, muscle_pain, nausea, sweating, vomiting, pain, muscle"
Malaria,"chills, diarrhoea, headache, high_fever, muscle_pain, nausea, vomiting, pain, fever, muscle"
Malaria,"chills, diarrhoea, high_fever, muscle_pain, nausea, sweating, vomiting, pain, fever, muscle"
Malaria,"chills, diarrhoea, headache, high_fever, muscle_pain, sweating, vomiting, pain, fever, muscle"
Malaria,"chills, headache, high_fever, muscle_pain, nausea, sweating, vomiting, pain, fever, muscle"
Chicken pox,"fatigue, headache, high_fever, itching, lethargy, loss_of_appetite, malaise, mild_fever, red_spots_over_body, skin_rash, swelled_lymph_nodes, skin, spot, itch, fever, body, appetite, red, loss, swell"
Chicken pox,"fatigue, headache, high_fever, lethargy, loss_of_appetite, malaise, mild_fever, red_spots_over_body, skin_rash, swelled_lymph_nodes, skin, spot, fever, body, appetite, red, loss, swell"
Chicken pox,"fatigue, headache, high_fever, itching, lethargy, loss_of_appetite, malaise, mild_fever, red_spots_over_body, swelled_lymph_nodes, spot, itch, fever, body, appetite, red, loss, swell"
Chicken pox,"headache, high_fever, itching, lethargy, loss_of_appetite, malaise, mild_fever, red_spots_over_body, skin_rash, swelled_lymph_nodes, skin, spot, itch, fever, body, appetite, red, loss, swell"
Chicken pox,"fatigue, headache, high_fever, itching, loss_of_appetite, malaise, mild_fever, red_spots_over_body, skin_rash, swelled_lymph_nodes, skin, spot, itch, fever, body, appetite, red, loss, swell"
Chicken pox,"fatigue, headache, itching, lethargy, loss_of_appetite, malaise, mild_fever, red_spots_over_body, skin_rash, swelled_lymph_nodes, skin, spot, itch, fever, body, appetite, red, loss, swell"
Chicken pox,"fatigue, high_fever, itching, lethargy, loss_of_appetite, malaise, mild_fever, red_spots_over_body, skin_rash, swelled_lymph_nodes, skin, spot, itch, fever, body, appetite, red, loss, swell"
