,abdominal_pain,abnormal_menstruation,acidity,acute_liver_failure,altered_sensorium,anxiety,back_pain,belly_pain,blackheads,bladder_discomfort,blister,blood_in_sputum,bloody_stool,blurred_and_distorted_vision,breathlessness,brittle_nails,bruising,burning_micturition,chest_pain,chills,cold_hands_and_feets,coma,congestion,constipation,continuous_feel_of_urine,continuous_sneezing,cough,cramps,dark_urine,dehydration,depression,diarrhoea,dischromic_patches,distention_of_abdomen,dizziness,drying_and_tingling_lips,enlarged_thyroid,excessive_hunger,extra_marital_contacts,family_history,fast_heart_rate,fatigue,fluid_overload,foul_smell_ofurine,headache,high_fever,hip_joint_pain,history_of_alcohol_consumption,increased_appetite,indigestion,inflammatory_nails,internal_itching,irregular_sugar_level,irritability,irritation_in_anus,itching,joint_pain,knee_pain,lack_of_concentration,lethargy,loss_of_appetite,loss_of_balance,loss_of_smell,malaise,mild_fever,mood_swings,movement_stiffness,mucoid_sputum,muscle_pain,muscle_wasting,muscle_weakness,nausea,neck_pain,nodal_skin_eruptions,obesity,pain_behind_the_eyes,pain_during_bowel_movements,pain_in_anal_region,painful_walking,palpitations,passage_of_gases,patches_in_throat,phlegm,polyuria,prominent_veins_on_calf,puffy_face_and_eyes,pus_filled_pimples,receiving_blood_transfusion,receiving_unsterile_injections,red_sore_around_nose,red_spots_over_body,redness_of_eyes,restlessness,runny_nose,rusty_sputum,scurring,shivering,silver_like_dusting,sinus_pressure,skin_peeling,skin_rash,slurred_speech,small_dents_in_nails,spinning_movements,spotting_urination,stiff_neck,stomach_bleeding,stomach_pain,sunken_eyes,sweating,swelled_lymph_nodes,swelling_joints,swelling_of_stomach,swollen_blood_vessels,swollen_extremeties,swollen_legs,throat_irritation,toxic_look_(typhos),ulcers_on_tongue,unsteadiness,visual_disturbances,vomiting,watering_from_eyes,weakness_in_limbs,weakness_of_one_body_side,weight_gain,weight_loss,yellow_crust_ooze,yellow_urine,yellowing_of_eyes,yellowish_skin
mucoid_sputum,-0.0793482335529219,-0.03487733049876824,-0.03347962026317549,-0.02372034956304621,-0.023720349563046174,-0.023720349563046236,-0.03395071807104127,-0.023720349563046198,-0.023073294581862056,-0.023720349563046236,-0.02372034956304624,-0.024351770758533196,-0.023720349563046195,-0.04209550280742897,0.4572894620356966,-0.024351770758533172,-0.02372034956304622,-0.033003025995107765,-0.06251773099981764,-0.06776539815868951,-0.023720349563046222,-0.024351770758533176,-0.02435177075853319,-0.033950718071041296,-0.023720349563046233,-0.033479620263175455,0.37713247941833156,-0.023720349563046222,-0.055751087306414114,-0.023073294581862146,-0.03441654965030652,-0.05541867765683223,-0.023073294581862136,-0.023720349563046236,-0.04169729446712017,-0.02372034956304624,-0.024351770758533172,-0.04958056804092214,-0.02307329458186215,0.6601110530211604,-0.03441654965030656,0.15833690292401695,-0.02372034956304624,-0.022409245294847828,-0.08429013800652863,0.2308119344754232,-0.02372034956304624,-0.02372034956304624,-0.024351770758533134,-0.033479620263175455,-0.023720349563046257,-0.023720349563046226,-0.023720349563046243,-0.05028807183954872,-0.023720349563046198,-0.06157296359032866,-0.06188859416793961,-0.023720349563046247,-0.02372034956304621,-0.04922444982669958,-0.08515915332523813,-0.042095502807428985,-0.02435177075853319,-0.06283126604415848,-0.04288389459379636,-0.0339507180710413,-0.023720349563046236,1.0,-0.050288071839548684,-0.023073294581862157,-0.0344165496503065,-0.0848695507607436,-0.0339507180710414,-0.023073294581862136,-0.033950718071041275,-0.024351770758533137,-0.02372034956304619,-0.02372034956304619,-0.0339507180710413,-0.02435177075853315,-0.023720349563046222,-0.02307329458186215,-0.04288389459379634,-0.02435177075853313,-0.02372034956304622,-0.023720349563046222,-0.02307329458186205,-0.02435177075853315,-0.02435177075853315,-0.02372034956304624,-0.03441654965030649,-0.02435177075853319,-0.033950718071041344,-0.02435177075853319,-0.02435177075853318,-0.02307329458186205,-0.023073294581862133,-0.023720349563046257,-0.02435177075853319,-0.023720349563046257,-0.06715627197904481,-0.02435177075853315,-0.023720349563046257,-0.023073294581862084,-0.02307329458186216,-0.033950718071041344,-0.02435177075853318,-0.03347962026317549,-0.023073294581862146,-0.06157296359032861,-0.04249100992852831,-0.0339507180710413,-0.02372034956304624,-0.023073294581862098,-0.024351770758533172,-0.02372034956304622,-0.02435177075853319,-0.023720349563046198,-0.023073294581862153,-0.023720349563046222,-0.02372034956304622,-0.12289579434905919,-0.02307329458186213,-0.023073294581862136,-0.02307329458186214,-0.023720349563046222,-0.04922444982669959,-0.02372034956304624,-0.0237203495630462,-0.06867551829950089,-0.07346730436563646
muscle_pain,0.024661242745529773,-0.07394130921350965,-0.07097810866911843,-0.05028807183954871,-0.050288071839548656,-0.050288071839548615,0.3015739093911891,-0.05028807183954872,-0.04891628988956347,-0.050288071839548566,-0.050288071839548636,-0.05162670955039968,-0.05028807183954872,-0.08924411774267521,-0.10359932767139551,-0.05162670955039964,-0.05028807183954871,-0.06996771011967023,0.10465514514865817,0.4842123708491332,-0.05028807183954871,-0.05162670955039967,0.48424546552969816,-0.0719768545072628,-0.05028807183954856,0.3073451664129438,0.1290077557867605,-0.050288071839548705,0.1271712896287561,-0.04891628988956336,-0.07296443573413094,0.36253172873409456,-0.04891628988956341,-0.05028807183954872,-0.0883999004358717,-0.05028807183954861,-0.05162670955039964,-0.10511274974513175,-0.048916289889563425,-0.0719768545072626,-0.07296443573413089,0.050595052402401315,-0.05028807183954872,-0.04750847934437707,0.3806990427331887,0.3152778228740587,-0.05028807183954858,-0.05028807183954874,-0.05162670955039963,-0.07097810866911843,-0.050288071839548656,-0.05028807183954864,-0.05028807183954871,-0.10661268556005392,-0.05028807183954872,-0.1305370988810461,0.31080991525271734,-0.050288071839548566,-0.0502880718395487,-0.10435776515721142,0.19034860363641382,-0.08924411774267518,0.48424546552969816,0.30403771495320503,0.22897608140713707,-0.07197685450726271,-0.05028807183954858,-0.050288071839548684,1.0,-0.048916289889563445,-0.072964435734131,0.3774181486371217,-0.07197685450726275,-0.048916289889563425,-0.07197685450726288,0.45745185677569355,-0.050288071839548726,-0.05028807183954872,-0.0719768545072625,-0.05162670955039963,-0.05028807183954863,-0.04891628988956343,0.2289760814071375,-0.05162670955039963,-0.050288071839548726,-0.05028807183954871,-0.048916289889563466,-0.05162670955039966,-0.05162670955039966,-0.050288071839548636,0.2765828123787461,0.4842454655296981,-0.07197685450726285,0.4842454655296981,-0.0516267095503997,-0.04891628988956348,-0.048916289889563425,-0.050288071839548656,0.4842454655296981,-0.05028807183954864,0.060683294322748424,-0.05162670955039963,-0.050288071839548656,-0.048916289889563466,-0.048916289889563466,-0.07197685450726266,-0.05162670955039966,-0.07097810866911836,-0.04891628988956336,0.09728501387426974,0.21622185218892534,-0.07197685450726253,-0.050288071839548705,-0.04891628988956349,-0.05162670955039963,-0.050288071839548726,0.4842454655296981,-0.05028807183954872,-0.048916289889563425,-0.05028807183954861,-0.050288071839548684,0.2142061503727473,-0.04891628988956341,-0.048916289889563445,-0.048916289889563466,-0.05028807183954871,-0.10435776515721144,-0.05028807183954864,-0.0502880718395487,0.07664595610478904,0.046331757583984536
muscle_wasting,-0.07718373468530985,-0.03392593008328745,-0.03256634725251171,-0.02307329458186213,-0.02307329458186216,-0.023073294581862143,-0.03302459423023304,-0.02307329458186213,-0.02244389027431429,-0.023073294581862167,-0.023073294581862195,-0.02368749156955745,-0.023073294581862136,-0.040947201653409496,-0.04753369374494649,-0.023687491569557392,-0.023073294581862136,-0.032102753749645066,-0.060812342588561684,-0.06591686138590933,-0.023073294581862136,-0.02368749156955743,-0.02368749156955743,-0.03302459423023296,-0.023073294581862167,-0.032566347252511764,-0.05390694060029447,-0.02307329458186213,-0.054230282621299246,-0.0224438902743143,-0.033477718634043016,-0.05390694060029432,-0.02244389027431424,-0.02307329458186211,-0.040559855829669214,-0.023073294581862133,-0.023687491569557392,-0.0482280857161762,0.8863951233028541,-0.033024594230232934,-0.03347771863404307,-0.12046540162475262,-0.023073294581862108,-0.021797955239696368,-0.08199083151794347,0.22353670549347338,-0.02307329458186216,-0.023073294581862115,-0.023687491569557434,-0.032566347252511646,-0.023073294581862164,-0.023073294581862178,-0.02307329458186215,-0.04891628988956358,-0.023073294581862133,-0.059893346993975485,-0.06020036765051805,-0.023073294581862157,-0.02307329458186215,-0.04788168186403738,-0.08283614142332432,-0.04094720165340949,-0.02368749156955743,-0.06111732487478752,-0.04171408731352277,-0.033024594230233004,-0.02307329458186217,-0.023073294581862157,-0.048916289889563445,1.0,-0.033477718634043044,-0.08255443877537232,-0.033024594230233004,-0.022443890274314243,-0.03302459423023291,-0.02368749156955745,-0.023073294581862136,-0.023073294581862133,-0.03302459423023303,-0.023687491569557392,-0.023073294581862174,0.8863951233028545,-0.041714087313522615,-0.023687491569557427,-0.023073294581862133,-0.02307329458186214,-0.02244389027431428,-0.02368749156955742,-0.02368749156955742,-0.02307329458186219,-0.033477718634043044,-0.02368749156955743,-0.03302459423023297,-0.02368749156955743,-0.023687491569557444,-0.022443890274314284,-0.022443890274314256,-0.02307329458186216,-0.02368749156955743,-0.02307329458186216,-0.06532435124000592,-0.023687491569557392,-0.023073294581862164,-0.022443890274314288,-0.02244389027431426,-0.03302459423023304,-0.02368749156955743,-0.03256634725251163,-0.022443890274314295,-0.05989334699397543,-0.04133191994308273,-0.03302459423023303,-0.02307329458186211,-0.022443890274314277,-0.023687491569557403,-0.023073294581862133,-0.02368749156955743,-0.023073294581862136,-0.022443890274314263,-0.023073294581862174,-0.02307329458186215,-0.1195433843987429,-0.02244389027431426,-0.02244389027431433,-0.02244389027431432,-0.023073294581862146,-0.04788168186403728,-0.02307329458186219,-0.02307329458186214,-0.06680215483649703,-0.07146322828245708
muscle_weakness,-0.11512867516896509,0.48139190555383116,-0.04857656123483394,-0.03441654965030655,-0.03441654965030654,-0.03441654965030647,-0.04926009083676819,-0.03441654965030662,-0.03347771863404287,-0.03441654965030652,-0.034416549650306535,-0.03533269714918612,-0.0344165496503065,-0.06107759746861168,-0.0709021299507625,-0.035332697149186104,-0.03441654965030648,-0.047885056657871315,-0.09070880626193477,-0.09832280018059811,-0.03441654965030647,-0.035332697149186104,-0.035332697149186104,-0.04926009083676817,-0.034416549650306515,-0.04857656123483406,-0.08040858192503618,-0.03441654965030648,-0.0808908848176925,-0.03347771863404302,-0.0499359795134443,0.26131692445577764,-0.03347771863404307,-0.03441654965030654,-0.06049982532916769,-0.034416549650306466,-0.035332697149186104,0.30128636034404277,-0.03347771863404304,-0.049260090836768085,0.4615712925572081,0.04324083107104109,-0.03441654965030654,-0.032514230081902254,-0.12229902902663367,-0.13825866798909073,-0.034416549650306515,-0.03441654965030654,-0.03533269714918607,-0.048576561234833955,-0.034416549650306515,-0.034416549650306494,-0.034416549650306494,0.3154213955023978,-0.0344165496503065,-0.08933801556720868,-0.08979597321309564,-0.03441654965030652,-0.03441654965030651,-0.07142119541564043,-0.12355990879502578,-0.06107759746861167,-0.035332697149186104,-0.09116372343724828,-0.06222149819348448,0.468602402575409,0.6511276782019519,-0.0344165496503065,-0.072964435734131,-0.033477718634043044,1.0,-0.12313971595540099,-0.0492600908367682,-0.03347771863404308,-0.04926009083676802,-0.035332697149186076,-0.034416549650306494,-0.034416549650306494,0.44134648186950476,-0.035332697149186056,-0.034416549650306494,-0.03347771863404303,-0.06222149819348456,-0.035332697149186076,-0.03441654965030648,-0.03441654965030647,-0.03347771863404288,-0.03533269714918607,-0.03533269714918607,-0.034416549650306535,-0.04993597951344429,-0.035332697149186104,0.46860240257540947,-0.035332697149186104,-0.0353326971491861,-0.03347771863404288,-0.03347771863404305,-0.03441654965030652,-0.035332697149186104,-0.034416549650306515,-0.0974390011729434,-0.035332697149186056,-0.034416549650306515,-0.03347771863404288,-0.03347771863404305,0.441346481869505,-0.0353326971491861,-0.048576561234834045,-0.033477718634043016,0.22649731062682654,-0.06165145033002035,0.44134648186950476,-0.03441654965030654,-0.03347771863404287,-0.035332697149186104,-0.03441654965030648,-0.035332697149186104,-0.034416549650306605,-0.033477718634043044,-0.03441654965030647,-0.03441654965030653,-0.17831310608582163,-0.03347771863404305,-0.03347771863404301,-0.03347771863404299,-0.03441654965030647,0.30399790869221305,-0.03441654965030653,-0.03441654965030658,-0.099643320138819,-0.10659586283303431
nausea,0.3609524113457028,-0.1247883537001432,-0.11978745607537648,0.2603149544000641,-0.08486955076074362,0.2603149544000642,0.1530044407321603,0.2603149544000641,-0.08255443877537218,-0.08486955076074346,-0.0848695507607435,-0.08712872628677718,-0.08486955076074344,0.05358038055048235,-0.1748412312693134,-0.08712872628677713,-0.08486955076074333,-0.11808223915525676,-0.22368353933541849,0.1958247871186509,-0.08486955076074332,0.2682287489875641,-0.08712872628677713,0.12555669594975594,-0.08486955076074346,-0.11978745607537655,-0.1982836831299119,-0.08486955076074333,0.28730930537903143,-0.08255443877537233,-0.12313971595540066,0.28168784793982043,-0.08255443877537233,-0.0848695507607435,-0.14918965000735218,0.26031495440006425,-0.08712872628677713,0.010530099330133262,-0.0825544387753723,0.12555669594975563,-0.12313971595540082,0.2067602352732853,-0.08486955076074351,-0.08017852249631037,0.3286682912417704,0.13621998363109816,-0.08486955076074329,-0.08486955076074351,-0.08712872628677655,-0.1197874560753765,-0.08486955076074351,-0.0848695507607436,-0.0848695507607436,0.005854864332274727,-0.08486955076074344,-0.06964411697522035,0.3873188025788953,-0.08486955076074332,-0.08486955076074368,-0.17612122165961225,0.4515554872725596,0.053580380550482296,-0.08712872628677713,-0.06807436152598918,0.058697240204427854,-0.12147300709188581,-0.08486955076074337,-0.0848695507607436,0.3774181486371217,-0.08255443877537232,-0.12313971595540099,1.0,-0.12147300709188612,-0.08255443877537233,-0.12147300709188581,0.2869317740020035,-0.08486955076074343,-0.08486955076074343,-0.12147300709188588,0.26822874898756427,-0.0848695507607436,-0.08255443877537232,-0.15343521221612058,-0.08712872628677654,-0.08486955076074333,-0.08486955076074332,-0.08255443877537215,-0.08712872628677705,-0.08712872628677705,-0.08486955076074353,0.13441388514342423,-0.08712872628677713,-0.12147300709188587,-0.08712872628677713,-0.08712872628677715,-0.08255443877537216,-0.08255443877537232,-0.08486955076074348,-0.08712872628677713,-0.08486955076074351,-0.09066313505171063,0.26822874898756427,-0.08486955076074351,0.2521776370037696,-0.08255443877537236,-0.12147300709188612,0.2682287489875641,-0.11978745607537647,-0.08255443877537234,0.08101500167555699,-0.15202950169092627,-0.12147300709188591,-0.08486955076074351,-0.08255443877537212,-0.08712872628677713,-0.08486955076074333,-0.08712872628677713,0.2603149544000641,-0.08255443877537239,0.2603149544000642,-0.08486955076074365,0.5248840164892865,-0.08255443877537232,-0.08255443877537233,-0.08255443877537232,-0.08486955076074333,-0.17612122165961253,-0.08486955076074353,-0.08486955076074353,0.4601397671808903,0.4053364515845294
neck_pain,-0.11357039657574247,-0.04991960222537913,-0.04791907242595544,-0.033950718071041365,-0.033950718071041365,-0.03395071807104137,0.42051420110378435,-0.033950718071041386,-0.03302459423023299,-0.033950718071041365,-0.03395071807104137,-0.03485446541823287,-0.033950718071041344,-0.06025090583404596,-0.06994246224717764,-0.03485446541823281,-0.03395071807104135,-0.04723692743536704,-0.08948105313433781,-0.09699199085336252,-0.03395071807104138,-0.034854465418232866,-0.03485446541823283,-0.048593350383631884,-0.03395071807104136,-0.047919072425955396,-0.07932024340519035,-0.033950718071041344,-0.07979601827802921,-0.03302459423023302,-0.049260090836768265,-0.07932024340519038,-0.033024594230233024,-0.03395071807104137,0.35427152710170995,-0.03395071807104137,-0.03485446541823281,-0.07096421083025815,-0.03302459423023301,-0.048593350383631745,-0.04926009083676822,-0.17725630266480438,-0.033950718071041365,-0.03207414659586013,-0.12064369894814107,-0.13638732253724167,0.6601110530211608,-0.03395071807104137,-0.03485446541823286,-0.047919072425955445,-0.0339507180710414,-0.03395071807104136,-0.03395071807104139,-0.07197685450726282,-0.033950718071041344,-0.08812881623424434,0.21323135734497617,0.6601110530211608,-0.03395071807104136,-0.07045450210699941,-0.12188751257772168,0.35032313392150255,-0.03485446541823283,-0.08992981295836647,-0.06137932374362792,-0.04859335038363183,-0.03395071807104139,-0.0339507180710414,-0.07197685450726275,-0.033024594230233004,-0.0492600908367682,-0.12147300709188612,1.0,-0.03302459423023302,-0.0485933503836318,-0.03485446541823292,-0.03395071807104135,-0.03395071807104134,0.44810876295598434,-0.03485446541823278,-0.03395071807104136,-0.033024594230233004,-0.061379323743627964,-0.03485446541823286,-0.03395071807104135,-0.03395071807104137,-0.03302459423023298,-0.034854465418232894,-0.034854465418232894,-0.03395071807104139,-0.04926009083676824,-0.03485446541823283,-0.04859335038363177,-0.03485446541823283,-0.03485446541823281,-0.03302459423023298,-0.03302459423023299,-0.03395071807104141,-0.03485446541823283,-0.0339507180710414,-0.09612015415720197,-0.03485446541823278,-0.0339507180710414,-0.03302459423023301,-0.03302459423023303,-0.0485933503836317,-0.034854465418232866,-0.04791907242595547,-0.03302459423023302,-0.08812881623424464,-0.06081699153728763,0.44810876295598434,-0.03395071807104137,-0.03302459423023302,-0.03485446541823281,-0.03395071807104135,-0.03485446541823283,-0.03395071807104139,-0.033024594230233024,-0.03395071807104137,-0.033950718071041344,-0.1758996196481746,-0.03302459423023299,0.6400204987075578,-0.033024594230233045,-0.03395071807104138,-0.0704545021069992,-0.03395071807104139,-0.03395071807104138,-0.0982946374365981,-0.1051530767422971
nodal_skin_eruptions,-0.07718373468530969,-0.03392593008328746,-0.032566347252511625,-0.023073294581862115,-0.02307329458186214,-0.02307329458186212,-0.03302459423023301,-0.023073294581862108,-0.022443890274314267,-0.023073294581862153,-0.023073294581862164,-0.02368749156955743,-0.023073294581862115,-0.040947201653409475,-0.04753369374494644,-0.0236874915695574,-0.02307329458186211,-0.03210275374964506,-0.0608123425885617,-0.06591686138590926,-0.02307329458186212,-0.02368749156955742,-0.02368749156955743,-0.03302459423023293,-0.023073294581862146,-0.03256634725251169,-0.053906940600294356,-0.023073294581862105,-0.05423028262129921,-0.022443890274314277,-0.03347771863404304,-0.053906940600294176,0.8863951233028546,-0.02307329458186209,-0.04055985582966919,-0.023073294581862115,-0.0236874915695574,-0.048228085716176115,-0.02244389027431424,-0.03302459423023293,-0.03347771863404312,-0.12046540162475251,-0.023073294581862098,-0.021797955239696357,-0.08199083151794351,-0.0926903773742978,-0.023073294581862143,-0.0230732945818621,-0.02368749156955742,-0.03256634725251165,-0.023073294581862143,-0.023073294581862115,-0.023073294581862133,-0.04891628988956358,-0.023073294581862115,0.3264393533801434,-0.06020036765051799,-0.02307329458186214,-0.023073294581862133,-0.04788168186403734,-0.08283614142332418,-0.040947201653409475,-0.02368749156955743,-0.06111732487478751,-0.04171408731352264,-0.033024594230232976,-0.023073294581862153,-0.023073294581862136,-0.048916289889563425,-0.022443890274314243,-0.03347771863404308,-0.08255443877537233,-0.03302459423023302,1.0,-0.03302459423023289,-0.023687491569557437,-0.02307329458186211,-0.02307329458186211,-0.03302459423023302,-0.02368749156955739,-0.023073294581862108,-0.022443890274314246,-0.04171408731352251,-0.023687491569557413,-0.02307329458186211,-0.023073294581862108,-0.022443890274314267,-0.02368749156955742,-0.02368749156955742,-0.023073294581862167,-0.03347771863404307,-0.02368749156955743,-0.03302459423023297,-0.02368749156955743,-0.023687491569557444,-0.022443890274314267,-0.02244389027431422,-0.02307329458186215,-0.02368749156955743,-0.023073294581862143,0.2981427769486612,-0.02368749156955739,-0.023073294581862143,-0.022443890274314253,-0.02244389027431424,-0.03302459423023304,-0.023687491569557413,-0.032566347252511584,-0.022443890274314274,-0.05989334699397546,-0.041331919943082746,-0.03302459423023302,-0.023073294581862094,-0.022443890274314256,-0.0236874915695574,-0.023073294581862115,-0.02368749156955743,-0.02307329458186212,-0.022443890274314204,-0.023073294581862157,-0.02307329458186212,-0.11954338439874304,-0.022443890274314208,-0.0224438902743143,-0.022443890274314295,-0.02307329458186212,-0.04788168186403723,-0.023073294581862167,-0.02307329458186212,-0.06680215483649692,-0.07146322828245702
obesity,-0.11357039657574242,-0.04991960222537912,-0.04791907242595553,-0.033950718071041344,-0.033950718071041316,-0.03395071807104138,-0.048593350383631766,-0.03395071807104132,-0.033024594230233004,-0.03395071807104136,-0.03395071807104139,-0.03485446541823288,-0.03395071807104132,0.3503231339215031,-0.0699424622471777,-0.03485446541823282,0.6601110530211605,-0.04723692743536706,-0.08948105313433788,-0.09699199085336224,-0.033950718071041365,-0.03485446541823288,-0.03485446541823282,-0.04859335038363179,-0.033950718071041344,-0.04791907242595548,-0.07932024340519042,0.6601110530211604,-0.07979601827802942,-0.03302459423023291,-0.0492600908367682,-0.07932024340519044,-0.033024594230232907,-0.03395071807104132,-0.0596809539006047,-0.03395071807104137,-0.03485446541823282,0.2870097303367303,-0.03302459423023291,-0.048593350383631675,-0.049260090836768196,0.2503839437118719,-0.03395071807104132,-0.032074146595860165,-0.12064369894814087,-0.13638732253724148,-0.03395071807104137,-0.03395071807104133,0.6796620756555414,-0.047919072425955535,-0.03395071807104139,-0.0339507180710413,0.66011105302116,-0.07197685450726293,-0.03395071807104132,-0.08812881623424425,-0.08858057537576103,-0.03395071807104137,-0.03395071807104128,0.28962460145924274,-0.12188751257772147,-0.06025090583404605,-0.03485446541823282,-0.08992981295836633,-0.06137932374362783,-0.04859335038363177,-0.033950718071041365,-0.033950718071041275,-0.07197685450726288,-0.03302459423023291,-0.04926009083676802,-0.12147300709188581,-0.0485933503836318,-0.03302459423023289,1.0,-0.03485446541823295,-0.03395071807104132,-0.03395071807104132,-0.048593350383631766,-0.03485446541823281,-0.03395071807104129,-0.03302459423023291,-0.061379323743627846,0.6796620756555414,0.6601110530211605,-0.03395071807104136,-0.03302459423023301,-0.034854465418232915,-0.034854465418232915,-0.0339507180710414,-0.04926009083676815,-0.03485446541823282,0.44810876295598473,-0.03485446541823282,-0.03485446541823281,-0.03302459423023301,-0.033024594230232886,-0.03395071807104139,-0.03485446541823282,-0.03395071807104139,-0.09612015415720188,-0.03485446541823281,-0.0339507180710414,-0.03302459423023301,-0.03302459423023293,-0.048593350383631745,-0.03485446541823287,-0.047919072425955465,-0.03302459423023291,-0.08812881623424443,-0.06081699153728761,-0.04859335038363176,-0.03395071807104132,0.6400204987075545,-0.03485446541823281,0.6601110530211605,-0.03485446541823282,-0.03395071807104133,-0.033024594230232907,-0.03395071807104135,-0.03395071807104128,-0.17589961964817455,-0.033024594230232886,-0.033024594230233004,-0.033024594230233004,-0.03395071807104136,0.28962460145924324,-0.03395071807104139,-0.03395071807104132,-0.09829463743659791,-0.10515307674229694
pain_behind_the_eyes,-0.08146043499230646,-0.03580574370197156,-0.034370827274895085,-0.0243517707585332,-0.024351770758533137,-0.02435177075853322,0.7172682093962667,-0.02435177075853317,-0.02368749156955742,-0.024351770758533207,-0.024351770758533186,-0.024999999999999963,-0.02435177075853321,-0.043216059342089275,-0.05016750465679887,-0.024999999999999935,-0.024351770758533238,-0.03388154635894688,-0.06418191475655888,0.3379078906536837,-0.024351770758533252,-0.024999999999999935,-0.024999999999999977,-0.034854465418232915,-0.024351770758533196,-0.034370827274895155,-0.0568938889561169,-0.024351770758533238,-0.057235147147233836,-0.02368749156955746,-0.03533269714918604,-0.05689388895611666,-0.023687491569557434,-0.024351770758533217,-0.042807250939347806,-0.024351770758533217,-0.024999999999999935,-0.05090037243343828,-0.023687491569557448,-0.03485446541823282,-0.0353326971491861,0.18044447839496913,-0.024351770758533214,-0.023005765696725848,0.28890415100099914,0.23788595780877733,-0.0243517707585332,-0.024351770758533217,-0.024999999999999946,-0.03437082727489508,-0.0243517707585332,-0.024351770758533144,-0.02435177075853313,-0.05162670955039976,-0.02435177075853321,-0.06321199821654899,0.37062684567453386,-0.024351770758533214,-0.024351770758533113,-0.0505347745701927,0.28595599894622387,-0.04321605934208928,-0.024999999999999977,0.36497019567296074,-0.044025437635545624,-0.03485446541823286,-0.024351770758533193,-0.024351770758533137,0.45745185677569355,-0.02368749156955745,-0.035332697149186076,0.2869317740020035,-0.03485446541823292,-0.023687491569557437,-0.03485446541823295,1.0,-0.024351770758533203,-0.02435177075853321,-0.034854465418232804,-0.024999999999999953,-0.024351770758533148,-0.023687491569557448,-0.04402543763554558,-0.024999999999999946,-0.024351770758533238,-0.024351770758533252,-0.023687491569557403,-0.024999999999999932,-0.024999999999999932,-0.024351770758533186,0.6704152792409693,-0.024999999999999984,-0.03485446541823296,-0.024999999999999984,-0.024999999999999963,-0.023687491569557413,-0.023687491569557417,-0.024351770758533214,-0.024999999999999984,-0.024351770758533214,0.3410356274563402,-0.024999999999999953,-0.024351770758533214,-0.023687491569557417,-0.023687491569557434,-0.03485446541823291,-0.024999999999999935,-0.034370827274895,-0.023687491569557472,-0.06321199821654896,-0.043622094620818085,-0.034854465418232804,-0.02435177075853322,-0.023687491569557403,-0.024999999999999935,-0.024351770758533238,-0.024999999999999984,-0.02435177075853317,-0.023687491569557413,-0.024351770758533217,-0.024351770758533123,0.18193390094208162,-0.02368749156955741,-0.023687491569557465,-0.023687491569557458,-0.024351770758533245,-0.05053477457019278,-0.024351770758533186,-0.024351770758533172,-0.07050361858740374,-0.07542295906745505
pain_during_bowel_movements,-0.07934823355292221,-0.034877330498768344,-0.033479620263175434,-0.023720349563046163,-0.023720349563046184,-0.023720349563046226,-0.0339507180710413,-0.02372034956304616,-0.023073294581862077,-0.023720349563046205,-0.023720349563046236,-0.024351770758533262,0.9461199816019449,-0.042095502807428985,-0.04886670291720061,-0.024351770758533235,-0.0237203495630462,-0.03300302599510768,-0.06251773099981767,-0.06776539815868947,-0.023720349563046216,-0.02435177075853325,-0.024351770758533224,0.660111053021161,-0.0237203495630462,-0.033479620263175455,-0.05541867765683228,-0.023720349563046198,-0.055751087306414156,-0.023073294581862126,-0.03441654965030655,-0.0554186776568322,-0.02307329458186212,-0.02372034956304616,-0.04169729446712033,-0.02372034956304623,-0.024351770758533235,-0.04958056804092212,-0.023073294581862133,-0.03395071807104125,-0.03441654965030657,-0.12384366812696723,-0.02372034956304616,-0.022409245294847963,-0.0842901380065287,-0.09528973613405733,-0.023720349563046226,-0.02372034956304616,-0.02435177075853317,-0.03347962026317539,-0.02372034956304624,-0.023720349563046184,-0.023720349563046195,-0.05028807183954866,0.946119981601945,-0.061572963590328524,-0.0618885941679397,-0.023720349563046226,-0.023720349563046184,-0.04922444982669962,-0.0851591533252381,-0.04209550280742899,-0.024351770758533224,-0.0628312660441584,-0.042883894593796344,-0.03395071807104128,-0.02372034956304623,-0.02372034956304619,-0.050288071839548726,-0.023073294581862136,-0.034416549650306494,-0.08486955076074343,-0.03395071807104135,-0.02307329458186211,-0.03395071807104132,-0.024351770758533203,1.0,0.9461199816019448,-0.03395071807104129,-0.024351770758533228,-0.023720349563046177,-0.023073294581862133,-0.04288389459379634,-0.024351770758533165,-0.02372034956304621,-0.023720349563046226,-0.02307329458186209,-0.024351770758533217,-0.024351770758533217,-0.023720349563046236,-0.03441654965030659,-0.024351770758533224,-0.033950718071041365,-0.024351770758533224,-0.02435177075853325,-0.023073294581862084,-0.02307329458186211,-0.023720349563046233,-0.024351770758533224,-0.02372034956304624,-0.06715627197904495,-0.024351770758533228,-0.023720349563046243,-0.023073294581862094,-0.023073294581862115,-0.0339507180710413,-0.02435177075853325,-0.033479620263175455,-0.023073294581862126,-0.06157296359032877,-0.04249100992852834,-0.03395071807104129,-0.02372034956304616,-0.023073294581862087,-0.024351770758533235,-0.02372034956304621,-0.024351770758533224,-0.02372034956304616,-0.02307329458186212,-0.023720349563046198,-0.023720349563046195,-0.12289579434905891,-0.023073294581862108,-0.023073294581862122,-0.023073294581862115,-0.023720349563046216,-0.04922444982669958,-0.023720349563046236,-0.02372034956304614,-0.06867551829950083,-0.07346730436563656
