Disease,symptoms_text,symptoms_count
Hypertension ,headache chest_pain dizziness loss_of_balance lack_of_concentration pain loss,5
Hypertension ,chest_pain dizziness loss_of_balance lack_of_concentration pain loss,4
Hypertension ,headache dizziness loss_of_balance lack_of_concentration loss,4
Hypertension ,headache chest_pain loss_of_balance lack_of_concentration pain loss,4
Migraine,acidity indigestion headache blurred_and_distorted_vision excessive_hunger stiff_neck depression irritability visual_disturbances stiff neck,9
Migraine,indigestion headache blurred_and_distorted_vision excessive_hunger stiff_neck depression irritability visual_disturbances stiff neck,8
Migraine,acidity headache blurred_and_distorted_vision excessive_hunger stiff_neck depression irritability visual_disturbances stiff neck,8
Migraine,acidity indigestion blurred_and_distorted_vision excessive_hunger stiff_neck depression irritability visual_disturbances stiff neck,8
Migraine,acidity indigestion headache excessive_hunger stiff_neck depression irritability visual_disturbances stiff neck,8
Migraine,acidity indigestion headache blurred_and_distorted_vision stiff_neck depression irritability visual_disturbances stiff neck,8
Migraine,acidity indigestion headache blurred_and_distorted_vision excessive_hunger depression irritability visual_disturbances,8
Migraine,acidity indigestion headache blurred_and_distorted_vision excessive_hunger stiff_neck irritability visual_disturbances stiff neck,8
Migraine,acidity indigestion headache blurred_and_distorted_vision excessive_hunger stiff_neck depression visual_disturbances stiff neck,8
Migraine,acidity indigestion headache blurred_and_distorted_vision excessive_hunger stiff_neck depression irritability stiff neck,8
Cervical spondylosis,back_pain weakness_in_limbs neck_pain dizziness loss_of_balance pain weakness loss neck,5
Cervical spondylosis,back_pain weakness_in_limbs neck_pain dizziness loss_of_balance pain weakness loss neck,5
Cervical spondylosis,weakness_in_limbs neck_pain dizziness loss_of_balance pain weakness loss neck,4
Cervical spondylosis,back_pain neck_pain dizziness loss_of_balance pain loss neck,4
Cervical spondylosis,back_pain weakness_in_limbs dizziness loss_of_balance pain weakness loss,4
Cervical spondylosis,back_pain weakness_in_limbs neck_pain loss_of_balance pain weakness loss neck,4
Cervical spondylosis,back_pain weakness_in_limbs neck_pain dizziness pain weakness neck,4
Cervical spondylosis,back_pain weakness_in_limbs neck_pain dizziness loss_of_balance pain weakness loss neck,5
Cervical spondylosis,weakness_in_limbs neck_pain dizziness loss_of_balance pain weakness loss neck,4
Cervical spondylosis,back_pain neck_pain dizziness loss_of_balance pain loss neck,4
Paralysis (brain hemorrhage),vomiting headache weakness_of_one_body_side altered_sensorium weakness body,4
Paralysis (brain hemorrhage),vomiting headache weakness_of_one_body_side altered_sensorium weakness body,4
Paralysis (brain hemorrhage),headache weakness_of_one_body_side altered_sensorium weakness body,3
Paralysis (brain hemorrhage),vomiting weakness_of_one_body_side altered_sensorium weakness body,3
Paralysis (brain hemorrhage),vomiting headache altered_sensorium,3
Paralysis (brain hemorrhage),vomiting headache weakness_of_one_body_side weakness body,3
Paralysis (brain hemorrhage),vomiting headache weakness_of_one_body_side altered_sensorium weakness body,4
Paralysis (brain hemorrhage),headache weakness_of_one_body_side altered_sensorium weakness body,3
Paralysis (brain hemorrhage),vomiting weakness_of_one_body_side altered_sensorium weakness body,3
Paralysis (brain hemorrhage),vomiting headache altered_sensorium,3
Jaundice,itching vomiting fatigue weight_loss high_fever yellowish_skin dark_urine abdominal_pain skin itch pain yellow urine fever weight loss,8
Jaundice,itching vomiting fatigue weight_loss high_fever yellowish_skin dark_urine abdominal_pain skin itch pain yellow urine fever weight loss,8
Jaundice,vomiting fatigue weight_loss high_fever yellowish_skin dark_urine abdominal_pain skin pain yellow urine fever weight loss,7
Jaundice,itching fatigue weight_loss high_fever yellowish_skin dark_urine abdominal_pain skin itch pain yellow urine fever weight loss,7
Jaundice,itching vomiting weight_loss high_fever yellowish_skin dark_urine abdominal_pain skin itch pain yellow urine fever weight loss,7
Jaundice,itching vomiting fatigue high_fever yellowish_skin dark_urine abdominal_pain skin itch pain yellow urine fever,7
Jaundice,itching vomiting fatigue weight_loss yellowish_skin dark_urine abdominal_pain skin itch pain yellow urine weight loss,7
Jaundice,itching vomiting fatigue weight_loss high_fever dark_urine abdominal_pain itch pain urine fever weight loss,7
Jaundice,itching vomiting fatigue weight_loss high_fever yellowish_skin abdominal_pain skin itch pain yellow fever weight loss,7
Jaundice,itching vomiting fatigue weight_loss high_fever yellowish_skin dark_urine skin itch yellow urine fever weight loss,7
Malaria,chills vomiting high_fever sweating headache nausea muscle_pain pain fever muscle,7
Malaria,chills vomiting high_fever sweating headache nausea diarrhoea muscle_pain pain fever muscle,8
Malaria,chills vomiting high_fever sweating headache nausea diarrhoea muscle_pain pain fever muscle,8
Malaria,vomiting high_fever sweating headache nausea diarrhoea muscle_pain pain fever muscle,7
Malaria,chills high_fever sweating headache nausea diarrhoea muscle_pain pain fever muscle,7
Malaria,chills vomiting sweating headache nausea diarrhoea muscle_pain pain muscle,7
Malaria,chills vomiting high_fever headache nausea diarrhoea muscle_pain pain fever muscle,7
Malaria,chills vomiting high_fever sweating nausea diarrhoea muscle_pain pain fever muscle,7
Malaria,chills vomiting high_fever sweating headache diarrhoea muscle_pain pain fever muscle,7
Malaria,chills vomiting high_fever sweating headache nausea muscle_pain pain fever muscle,7
Chicken pox,itching skin_rash fatigue lethargy high_fever headache loss_of_appetite mild_fever swelled_lymph_nodes malaise red_spots_over_body skin spot itch fever body appetite red loss swell,11
Chicken pox,skin_rash fatigue lethargy high_fever headache loss_of_appetite mild_fever swelled_lymph_nodes malaise red_spots_over_body skin spot fever body appetite red loss swell,10
Chicken pox,itching fatigue lethargy high_fever headache loss_of_appetite mild_fever swelled_lymph_nodes malaise red_spots_over_body spot itch fever body appetite red loss swell,10
Chicken pox,itching skin_rash lethargy high_fever headache loss_of_appetite mild_fever swelled_lymph_nodes malaise red_spots_over_body skin spot itch fever body appetite red loss swell,10
Chicken pox,itching skin_rash fatigue high_fever headache loss_of_appetite mild_fever swelled_lymph_nodes malaise red_spots_over_body skin spot itch fever body appetite red loss swell,10
Chicken pox,itching skin_rash fatigue lethargy headache loss_of_appetite mild_fever swelled_lymph_nodes malaise red_spots_over_body skin spot itch fever body appetite red loss swell,10
Chicken pox,itching skin_rash fatigue lethargy high_fever loss_of_appetite mild_fever swelled_lymph_nodes malaise red_spots_over_body skin spot itch fever body appetite red loss swell,10
Chicken pox,itching skin_rash fatigue lethargy high_fever headache mild_fever swelled_lymph_nodes malaise red_spots_over_body skin spot itch fever body red swell,10
Chicken pox,itching skin_rash fatigue lethargy high_fever headache loss_of_appetite swelled_lymph_nodes malaise red_spots_over_body skin spot itch fever body appetite red loss swell,10
Chicken pox,itching skin_rash fatigue lethargy high_fever headache loss_of_appetite mild_fever malaise red_spots_over_body skin spot itch fever body appetite red loss,10
Dengue,skin_rash chills joint_pain vomiting fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain muscle_pain red_spots_over_body joint skin spot pain fever eye body appetite red loss muscle,13
Dengue,skin_rash chills joint_pain vomiting fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise red_spots_over_body joint skin spot pain fever eye body appetite red loss,13
Dengue,skin_rash chills joint_pain vomiting fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain joint skin pain fever eye appetite loss muscle,13
Dengue,skin_rash chills joint_pain vomiting fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain red_spots_over_body joint skin spot pain fever eye body appetite red loss muscle,14
Dengue,chills joint_pain vomiting fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain red_spots_over_body joint spot pain fever eye body appetite red loss muscle,13
Dengue,skin_rash joint_pain vomiting fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain red_spots_over_body joint skin spot pain fever eye body appetite red loss muscle,13
Dengue,skin_rash chills vomiting fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain red_spots_over_body skin spot pain fever eye body appetite red loss muscle,13
Dengue,skin_rash chills joint_pain fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain red_spots_over_body joint skin spot pain fever eye body appetite red loss muscle,13
Dengue,skin_rash chills joint_pain vomiting high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain red_spots_over_body joint skin spot pain fever eye body appetite red loss muscle,13
Dengue,skin_rash chills joint_pain vomiting fatigue headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain red_spots_over_body joint skin spot pain eye body appetite red loss muscle,13
Typhoid,chills vomiting fatigue high_fever nausea constipation abdominal_pain diarrhoea toxic_look_(typhos) belly_pain pain fever,10
Typhoid,chills vomiting fatigue high_fever headache constipation abdominal_pain diarrhoea toxic_look_(typhos) belly_pain pain fever,10
Typhoid,chills vomiting fatigue high_fever headache nausea abdominal_pain diarrhoea toxic_look_(typhos) belly_pain pain fever,10
Typhoid,chills vomiting fatigue high_fever headache nausea constipation diarrhoea toxic_look_(typhos) belly_pain pain fever,10
Typhoid,chills vomiting fatigue high_fever headache nausea constipation abdominal_pain toxic_look_(typhos) belly_pain pain fever,10
Typhoid,chills vomiting fatigue high_fever headache nausea constipation abdominal_pain diarrhoea belly_pain pain fever,10
Typhoid,chills vomiting fatigue high_fever headache nausea constipation abdominal_pain diarrhoea toxic_look_(typhos) pain fever,10
Typhoid,chills vomiting fatigue high_fever headache nausea constipation abdominal_pain diarrhoea toxic_look_(typhos) belly_pain pain fever,11
Typhoid,chills vomiting fatigue high_fever headache nausea constipation abdominal_pain diarrhoea toxic_look_(typhos) belly_pain pain fever,11
Typhoid,chills fatigue high_fever headache nausea constipation abdominal_pain diarrhoea toxic_look_(typhos) belly_pain pain fever,10
hepatitis A,joint_pain vomiting yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain diarrhoea mild_fever yellowing_of_eyes muscle_pain joint skin pain yellow urine fever eye appetite loss muscle,11
hepatitis A,joint_pain vomiting yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain diarrhoea mild_fever yellowing_of_eyes muscle_pain joint skin pain yellow urine fever eye appetite loss muscle,11
hepatitis A,vomiting yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain diarrhoea mild_fever yellowing_of_eyes muscle_pain skin pain yellow urine fever eye appetite loss muscle,10
hepatitis A,joint_pain yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain diarrhoea mild_fever yellowing_of_eyes muscle_pain joint skin pain yellow urine fever eye appetite loss muscle,10
hepatitis A,joint_pain vomiting dark_urine nausea loss_of_appetite abdominal_pain diarrhoea mild_fever yellowing_of_eyes muscle_pain joint pain yellow urine fever eye appetite loss muscle,10
hepatitis A,joint_pain vomiting yellowish_skin nausea loss_of_appetite abdominal_pain diarrhoea mild_fever yellowing_of_eyes muscle_pain joint skin pain yellow fever eye appetite loss muscle,10
hepatitis A,joint_pain vomiting yellowish_skin dark_urine loss_of_appetite abdominal_pain diarrhoea mild_fever yellowing_of_eyes muscle_pain joint skin pain yellow urine fever eye appetite loss muscle,10
hepatitis A,joint_pain vomiting yellowish_skin dark_urine nausea abdominal_pain diarrhoea mild_fever yellowing_of_eyes muscle_pain joint skin pain yellow urine fever eye muscle,10
hepatitis A,joint_pain vomiting yellowish_skin dark_urine nausea loss_of_appetite diarrhoea mild_fever yellowing_of_eyes muscle_pain joint skin pain yellow urine fever eye appetite loss muscle,10
hepatitis A,joint_pain vomiting yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain mild_fever yellowing_of_eyes muscle_pain joint skin pain yellow urine fever eye appetite loss muscle,10
Hepatitis B,itching fatigue lethargy yellowish_skin dark_urine loss_of_appetite abdominal_pain yellow_urine yellowing_of_eyes malaise receiving_blood_transfusion receiving_unsterile_injections receive skin itch pain yellow urine eye appetite loss blood,12
Hepatitis B,itching fatigue lethargy yellowish_skin dark_urine loss_of_appetite abdominal_pain yellow_urine yellowing_of_eyes malaise receiving_blood_transfusion receiving_unsterile_injections receive skin itch pain yellow urine eye appetite loss blood,12
Hepatitis B,fatigue lethargy yellowish_skin dark_urine loss_of_appetite abdominal_pain yellow_urine yellowing_of_eyes malaise receiving_blood_transfusion receiving_unsterile_injections receive skin pain yellow urine eye appetite loss blood,11
Hepatitis B,itching lethargy yellowish_skin dark_urine loss_of_appetite abdominal_pain yellow_urine yellowing_of_eyes malaise receiving_blood_transfusion receiving_unsterile_injections receive skin itch pain yellow urine eye appetite loss blood,11
Hepatitis B,itching fatigue yellowish_skin dark_urine loss_of_appetite abdominal_pain yellow_urine yellowing_of_eyes malaise receiving_blood_transfusion receiving_unsterile_injections receive skin itch pain yellow urine eye appetite loss blood,11
Hepatitis B,itching fatigue lethargy dark_urine loss_of_appetite abdominal_pain yellow_urine yellowing_of_eyes malaise receiving_blood_transfusion receiving_unsterile_injections receive itch pain yellow urine eye appetite loss blood,11
Hepatitis B,itching fatigue lethargy yellowish_skin loss_of_appetite abdominal_pain yellow_urine yellowing_of_eyes malaise receiving_blood_transfusion receiving_unsterile_injections receive skin itch pain yellow urine eye appetite loss blood,11
Hepatitis B,itching fatigue lethargy yellowish_skin dark_urine abdominal_pain yellow_urine yellowing_of_eyes malaise receiving_blood_transfusion receiving_unsterile_injections receive skin itch pain yellow urine eye blood,11
Hepatitis B,itching fatigue lethargy yellowish_skin dark_urine loss_of_appetite yellow_urine yellowing_of_eyes malaise receiving_blood_transfusion receiving_unsterile_injections receive skin itch yellow urine eye appetite loss blood,11
Hepatitis B,itching fatigue lethargy yellowish_skin dark_urine loss_of_appetite abdominal_pain yellowing_of_eyes malaise receiving_blood_transfusion receiving_unsterile_injections receive skin itch pain yellow urine eye appetite loss blood,11
Hepatitis C,fatigue yellowish_skin nausea loss_of_appetite family_history skin yellow history appetite loss,5
Hepatitis C,fatigue yellowish_skin nausea loss_of_appetite yellowing_of_eyes family_history skin yellow history eye appetite loss,6
Hepatitis C,yellowish_skin nausea loss_of_appetite yellowing_of_eyes family_history skin yellow history eye appetite loss,5
Hepatitis C,fatigue nausea loss_of_appetite yellowing_of_eyes family_history yellow history eye appetite loss,5
Hepatitis C,fatigue yellowish_skin loss_of_appetite yellowing_of_eyes family_history skin yellow history eye appetite loss,5
Hepatitis C,fatigue yellowish_skin nausea yellowing_of_eyes family_history skin yellow history eye,5
Hepatitis C,fatigue yellowish_skin nausea loss_of_appetite family_history skin yellow history appetite loss,5
Hepatitis C,fatigue yellowish_skin nausea loss_of_appetite yellowing_of_eyes skin yellow eye appetite loss,5
Hepatitis C,fatigue yellowish_skin nausea loss_of_appetite yellowing_of_eyes family_history skin yellow history eye appetite loss,6
Hepatitis C,fatigue yellowish_skin nausea loss_of_appetite yellowing_of_eyes family_history skin yellow history eye appetite loss,6
Hepatitis D,joint_pain vomiting fatigue yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes joint skin pain yellow urine eye appetite loss,9
Hepatitis D,vomiting fatigue yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes skin pain yellow urine eye appetite loss,8
Hepatitis D,joint_pain fatigue yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes joint skin pain yellow urine eye appetite loss,8
Hepatitis D,joint_pain vomiting yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes joint skin pain yellow urine eye appetite loss,8
Hepatitis D,joint_pain vomiting fatigue dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes joint pain yellow urine eye appetite loss,8
Hepatitis D,joint_pain vomiting fatigue yellowish_skin nausea loss_of_appetite abdominal_pain yellowing_of_eyes joint skin pain yellow eye appetite loss,8
Hepatitis D,joint_pain vomiting fatigue yellowish_skin dark_urine loss_of_appetite abdominal_pain yellowing_of_eyes joint skin pain yellow urine eye appetite loss,8
Hepatitis D,joint_pain vomiting fatigue yellowish_skin dark_urine nausea abdominal_pain yellowing_of_eyes joint skin pain yellow urine eye,8
Hepatitis D,joint_pain vomiting fatigue yellowish_skin dark_urine nausea loss_of_appetite yellowing_of_eyes joint skin pain yellow urine eye appetite loss,8
Hepatitis D,joint_pain vomiting fatigue yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain joint skin pain yellow urine appetite loss,8
Hepatitis E,joint_pain vomiting fatigue high_fever yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes coma stomach_bleeding joint skin pain yellow urine fever eye appetite stomach loss,12
Hepatitis E,joint_pain vomiting fatigue high_fever yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes acute_liver_failure coma stomach_bleeding joint skin pain yellow urine fever eye appetite stomach loss,13
Hepatitis E,joint_pain vomiting fatigue high_fever yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes acute_liver_failure coma stomach_bleeding joint skin pain yellow urine fever eye appetite stomach loss,13
Hepatitis E,vomiting fatigue high_fever yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes acute_liver_failure coma stomach_bleeding skin pain yellow urine fever eye appetite stomach loss,12
Hepatitis E,joint_pain fatigue high_fever yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes acute_liver_failure coma stomach_bleeding joint skin pain yellow urine fever eye appetite stomach loss,12
Hepatitis E,joint_pain vomiting high_fever yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes acute_liver_failure coma stomach_bleeding joint skin pain yellow urine fever eye appetite stomach loss,12
Hepatitis E,joint_pain vomiting fatigue yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes acute_liver_failure coma stomach_bleeding joint skin pain yellow urine eye appetite stomach loss,12
Hepatitis E,joint_pain vomiting fatigue high_fever dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes acute_liver_failure coma stomach_bleeding joint pain yellow urine fever eye appetite stomach loss,12
Hepatitis E,joint_pain vomiting fatigue high_fever yellowish_skin nausea loss_of_appetite abdominal_pain yellowing_of_eyes acute_liver_failure coma stomach_bleeding joint skin pain yellow fever eye appetite stomach loss,12
Hepatitis E,joint_pain vomiting fatigue high_fever yellowish_skin dark_urine loss_of_appetite abdominal_pain yellowing_of_eyes acute_liver_failure coma stomach_bleeding joint skin pain yellow urine fever eye appetite stomach loss,12
Alcoholic hepatitis,vomiting yellowish_skin abdominal_pain swelling_of_stomach distention_of_abdomen history_of_alcohol_consumption fluid_overload skin pain yellow history stomach swell,7
Alcoholic hepatitis,vomiting yellowish_skin abdominal_pain swelling_of_stomach distention_of_abdomen history_of_alcohol_consumption fluid_overload skin pain yellow history stomach swell,7
Alcoholic hepatitis,yellowish_skin abdominal_pain swelling_of_stomach distention_of_abdomen history_of_alcohol_consumption fluid_overload skin pain yellow history stomach swell,6
Alcoholic hepatitis,vomiting abdominal_pain swelling_of_stomach distention_of_abdomen history_of_alcohol_consumption fluid_overload pain history stomach swell,6
Alcoholic hepatitis,vomiting yellowish_skin swelling_of_stomach distention_of_abdomen history_of_alcohol_consumption fluid_overload skin yellow history stomach swell,6
Alcoholic hepatitis,vomiting yellowish_skin abdominal_pain distention_of_abdomen history_of_alcohol_consumption fluid_overload skin pain yellow history,6
Alcoholic hepatitis,vomiting yellowish_skin abdominal_pain swelling_of_stomach history_of_alcohol_consumption fluid_overload skin pain yellow history stomach swell,6
Alcoholic hepatitis,vomiting yellowish_skin abdominal_pain swelling_of_stomach distention_of_abdomen fluid_overload skin pain yellow stomach swell,6
Alcoholic hepatitis,vomiting yellowish_skin abdominal_pain swelling_of_stomach distention_of_abdomen history_of_alcohol_consumption skin pain yellow history stomach swell,6
Alcoholic hepatitis,vomiting yellowish_skin abdominal_pain swelling_of_stomach distention_of_abdomen history_of_alcohol_consumption fluid_overload skin pain yellow history stomach swell,7
Tuberculosis,chills vomiting fatigue weight_loss cough high_fever breathlessness sweating loss_of_appetite mild_fever yellowing_of_eyes swelled_lymph_nodes malaise phlegm chest_pain blood_in_sputum sputum pain yellow fever eye appetite weight loss swell blood,16
Tuberculosis,chills vomiting fatigue weight_loss cough high_fever breathlessness sweating loss_of_appetite mild_fever yellowing_of_eyes swelled_lymph_nodes malaise phlegm chest_pain blood_in_sputum sputum pain yellow fever eye appetite weight loss swell blood,16
Tuberculosis,vomiting fatigue weight_loss cough high_fever breathlessness sweating loss_of_appetite mild_fever yellowing_of_eyes swelled_lymph_nodes malaise phlegm chest_pain blood_in_sputum sputum pain yellow fever eye appetite weight loss swell blood,15
Tuberculosis,chills fatigue weight_loss cough high_fever breathlessness sweating loss_of_appetite mild_fever yellowing_of_eyes swelled_lymph_nodes malaise phlegm chest_pain blood_in_sputum sputum pain yellow fever eye appetite weight loss swell blood,15
Tuberculosis,chills vomiting weight_loss cough high_fever breathlessness sweating loss_of_appetite mild_fever yellowing_of_eyes swelled_lymph_nodes malaise phlegm chest_pain blood_in_sputum sputum pain yellow fever eye appetite weight loss swell blood,15
Tuberculosis,chills vomiting fatigue cough high_fever breathlessness sweating loss_of_appetite mild_fever yellowing_of_eyes swelled_lymph_nodes malaise phlegm chest_pain blood_in_sputum sputum pain yellow fever eye appetite loss swell blood,15
Tuberculosis,chills vomiting fatigue weight_loss high_fever breathlessness sweating loss_of_appetite mild_fever yellowing_of_eyes swelled_lymph_nodes malaise phlegm chest_pain blood_in_sputum sputum pain yellow fever eye appetite weight loss swell blood,15
Tuberculosis,chills vomiting fatigue weight_loss cough breathlessness sweating loss_of_appetite mild_fever yellowing_of_eyes swelled_lymph_nodes malaise phlegm chest_pain blood_in_sputum sputum pain yellow fever eye appetite weight loss swell blood,15
Tuberculosis,chills vomiting fatigue weight_loss cough high_fever sweating loss_of_appetite mild_fever yellowing_of_eyes swelled_lymph_nodes malaise phlegm chest_pain blood_in_sputum sputum pain yellow fever eye appetite weight loss swell blood,15
Tuberculosis,chills vomiting fatigue weight_loss cough high_fever breathlessness loss_of_appetite mild_fever yellowing_of_eyes swelled_lymph_nodes malaise phlegm chest_pain blood_in_sputum sputum pain yellow fever eye appetite weight loss swell blood,15
Common Cold,continuous_sneezing chills fatigue cough high_fever headache swelled_lymph_nodes malaise phlegm throat_irritation redness_of_eyes sinus_pressure runny_nose congestion chest_pain loss_of_smell muscle_pain throat irritation pain continuous fever eye nose red loss swell muscle,17
Common Cold,continuous_sneezing chills fatigue cough high_fever headache swelled_lymph_nodes malaise phlegm throat_irritation redness_of_eyes sinus_pressure runny_nose congestion chest_pain loss_of_smell muscle_pain throat irritation pain continuous fever eye nose red loss swell muscle,17
Common Cold,chills fatigue cough high_fever headache swelled_lymph_nodes malaise phlegm throat_irritation redness_of_eyes sinus_pressure runny_nose congestion chest_pain loss_of_smell muscle_pain throat irritation pain fever eye nose red loss swell muscle,16
Common Cold,continuous_sneezing fatigue cough high_fever headache swelled_lymph_nodes malaise phlegm throat_irritation redness_of_eyes sinus_pressure runny_nose congestion chest_pain loss_of_smell muscle_pain throat irritation pain continuous fever eye nose red loss swell muscle,16
Common Cold,continuous_sneezing chills cough high_fever headache swelled_lymph_nodes malaise phlegm throat_irritation redness_of_eyes sinus_pressure runny_nose congestion chest_pain loss_of_smell muscle_pain throat irritation pain continuous fever eye nose red loss swell muscle,16
Common Cold,continuous_sneezing chills fatigue high_fever headache swelled_lymph_nodes malaise phlegm throat_irritation redness_of_eyes sinus_pressure runny_nose congestion chest_pain loss_of_smell muscle_pain throat irritation pain continuous fever eye nose red loss swell muscle,16
Common Cold,continuous_sneezing chills fatigue cough headache swelled_lymph_nodes malaise phlegm throat_irritation redness_of_eyes sinus_pressure runny_nose congestion chest_pain loss_of_smell muscle_pain throat irritation pain continuous eye nose red loss swell muscle,16
Common Cold,continuous_sneezing chills fatigue cough high_fever swelled_lymph_nodes malaise phlegm throat_irritation redness_of_eyes sinus_pressure runny_nose congestion chest_pain loss_of_smell muscle_pain throat irritation pain continuous fever eye nose red loss swell muscle,16
Common Cold,continuous_sneezing chills fatigue cough high_fever headache malaise phlegm throat_irritation redness_of_eyes sinus_pressure runny_nose congestion chest_pain loss_of_smell muscle_pain throat irritation pain continuous fever eye nose red loss muscle,16
Common Cold,continuous_sneezing chills fatigue cough high_fever headache swelled_lymph_nodes phlegm throat_irritation redness_of_eyes sinus_pressure runny_nose congestion chest_pain loss_of_smell muscle_pain throat irritation pain continuous fever eye nose red loss swell muscle,16
Pneumonia,chills fatigue cough high_fever breathlessness sweating malaise chest_pain fast_heart_rate rusty_sputum sputum pain fever,10
Pneumonia,chills fatigue cough high_fever breathlessness sweating malaise phlegm chest_pain fast_heart_rate rusty_sputum sputum pain fever,11
Pneumonia,chills fatigue cough high_fever breathlessness sweating malaise phlegm chest_pain fast_heart_rate rusty_sputum sputum pain fever,11
Pneumonia,fatigue cough high_fever breathlessness sweating malaise phlegm chest_pain fast_heart_rate rusty_sputum sputum pain fever,10
Pneumonia,chills cough high_fever breathlessness sweating malaise phlegm chest_pain fast_heart_rate rusty_sputum sputum pain fever,10
Pneumonia,chills fatigue high_fever breathlessness sweating malaise phlegm chest_pain fast_heart_rate rusty_sputum sputum pain fever,10
Pneumonia,chills fatigue cough breathlessness sweating malaise phlegm chest_pain fast_heart_rate rusty_sputum sputum pain,10
Pneumonia,chills fatigue cough high_fever sweating malaise phlegm chest_pain fast_heart_rate rusty_sputum sputum pain fever,10
Pneumonia,chills fatigue cough high_fever breathlessness malaise phlegm chest_pain fast_heart_rate rusty_sputum sputum pain fever,10
Pneumonia,chills fatigue cough high_fever breathlessness sweating phlegm chest_pain fast_heart_rate rusty_sputum sputum pain fever,10
Dimorphic hemmorhoids(piles),constipation pain_during_bowel_movements pain_in_anal_region bloody_stool irritation_in_anus movement irritation pain blood,5
Dimorphic hemmorhoids(piles),constipation pain_during_bowel_movements pain_in_anal_region bloody_stool irritation_in_anus movement irritation pain blood,5
Dimorphic hemmorhoids(piles),constipation pain_during_bowel_movements pain_in_anal_region bloody_stool irritation_in_anus movement irritation pain blood,5
Dimorphic hemmorhoids(piles),pain_during_bowel_movements pain_in_anal_region bloody_stool irritation_in_anus movement irritation pain blood,4
Dimorphic hemmorhoids(piles),constipation pain_in_anal_region bloody_stool irritation_in_anus irritation pain blood,4
Dimorphic hemmorhoids(piles),constipation pain_during_bowel_movements bloody_stool irritation_in_anus movement irritation pain blood,4
Dimorphic hemmorhoids(piles),constipation pain_during_bowel_movements pain_in_anal_region irritation_in_anus movement irritation pain,4
Dimorphic hemmorhoids(piles),constipation pain_during_bowel_movements pain_in_anal_region bloody_stool movement pain blood,4
Dimorphic hemmorhoids(piles),constipation pain_during_bowel_movements pain_in_anal_region bloody_stool irritation_in_anus movement irritation pain blood,5
Dimorphic hemmorhoids(piles),constipation pain_during_bowel_movements pain_in_anal_region bloody_stool irritation_in_anus movement irritation pain blood,5
Heart attack,vomiting breathlessness sweating chest_pain pain,4
Heart attack,vomiting breathlessness sweating chest_pain pain,4
Heart attack,breathlessness sweating chest_pain pain,3
Heart attack,vomiting sweating chest_pain pain,3
Heart attack,vomiting breathlessness chest_pain pain,3
Heart attack,vomiting breathlessness sweating,3
Heart attack,vomiting breathlessness sweating chest_pain pain,4
Heart attack,breathlessness sweating chest_pain pain,3
Heart attack,vomiting sweating chest_pain pain,3
Heart attack,vomiting breathlessness chest_pain pain,3
Varicose veins,fatigue cramps bruising obesity swollen_legs swollen_blood_vessels prominent_veins_on_calf swollen blood,7
Varicose veins,fatigue cramps bruising obesity swollen_legs swollen_blood_vessels prominent_veins_on_calf swollen blood,7
Varicose veins,cramps bruising obesity swollen_legs swollen_blood_vessels prominent_veins_on_calf swollen blood,6
Varicose veins,fatigue bruising obesity swollen_legs swollen_blood_vessels prominent_veins_on_calf swollen blood,6
Varicose veins,fatigue cramps obesity swollen_legs swollen_blood_vessels prominent_veins_on_calf swollen blood,6
